Year,Winter barley,Spring barley,Winter wheat,Spring wheat,Silage maize,White potato,Spring oat,Dry pea,Winter rapeseed,Spring rapeseed,Overall
2001,1.011454753722795,1.0120274914089347,1.011454753722795,1.0108820160366552,1.02233676975945,1.0160366552119129,1.1305841924398625,1.0189003436426116,1.0005727376861397,1.2336769759450172,1.0467926689576175
2002,1.0721649484536082,1.0171821305841924,1.0693012600229095,1.0177548682703321,1.0355097365406645,1.1666666666666667,1.2079037800687284,1.0126002290950744,1.0040091638029782,1.3528064146620848,1.095589919816724
2003,1.052119129438717,1.0120274914089347,1.052119129438717,1.0126002290950744,1.0148911798396334,1.0498281786941581,1.145475372279496,1.0148911798396334,1.0166093928980526,1.2617411225658648,1.063230240549828
2004,1.0475372279495991,1.013745704467354,1.0475372279495991,1.0126002290950744,1.0131729667812142,1.0813287514318441,1.2056128293241695,1.0171821305841924,1.0085910652920962,1.263459335624284,1.0710767468499427
2005,1.0899198167239403,1.0131729667812142,1.088201603665521,1.013745704467354,1.0148911798396334,1.0372279495990837,1.2004581901489118,1.0160366552119129,1.0154639175257731,1.2800687285223367,1.076918671248568
2006,1.0526918671248569,1.0601374570446735,1.0526918671248569,1.0498281786941581,1.0337915234822452,1.0664375715922108,1.2153493699885451,1.0378006872852235,1.006872852233677,1.263459335624284,1.083906071019473
2007,1.0194730813287514,1.009163802978236,1.0189003436426116,1.0080183276059564,1.0154639175257731,1.070446735395189,1.072737686139748,1.0160366552119129,1.0005727376861397,1.2915234822451318,1.052233676975945
2008,1.0315005727376862,1.0040091638029782,1.0315005727376862,1.004581901489118,1.0057273768613975,1.0274914089347078,1.0990836197021765,1.006872852233677,1.0040091638029782,1.2989690721649485,1.0513745704467354
2009,1.034364261168385,1.0097365406643757,1.034364261168385,1.0097365406643757,1.0108820160366552,1.102520045819015,1.2061855670103092,1.013745704467354,1.0080183276059564,1.2806414662084764,1.0710194730813285
2010,1.0492554410080184,1.0504009163802979,1.0492554410080184,1.0441008018327607,1.0624284077892325,1.1311569301260023,1.1970217640320733,1.0504009163802979,1.0028636884306987,1.2754868270332187,1.091237113402062
2011,1.0492554410080184,1.0171821305841924,1.0492554410080184,1.0183276059564719,1.0194730813287514,1.0618556701030928,1.131729667812142,1.0206185567010309,1.0005727376861397,1.1821305841924399,1.0550400916380296
2012,1.0183276059564719,1.0183276059564719,1.0183276059564719,1.0189003436426116,1.0217640320733103,1.0469644902634594,1.1300114547537228,1.0240549828178693,1.0051546391752577,1.2124856815578464,1.0514318442153492
2013,1.0143184421534936,1.0074455899198167,1.0143184421534936,1.006872852233677,1.006872852233677,1.1036655211912945,1.1867124856815578,1.006872852233677,1.0080183276059564,1.238831615120275,1.0593928980526919
2014,1.0400916380297824,1.0017182130584192,1.0400916380297824,1.0011454753722795,1.0074455899198167,1.0126002290950744,1.0761741122565864,1.0034364261168385,1.011454753722795,1.2222222222222223,1.0416380297823598
2015,1.0509736540664376,1.0017182130584192,1.0504009163802979,1.0017182130584192,1.0063001145475372,1.0240549828178693,1.0841924398625429,1.0040091638029782,1.0011454753722795,1.2731958762886597,1.0497709049255441
2016,1.0715922107674685,1.0349369988545247,1.0715922107674685,1.0349369988545247,1.0160366552119129,1.220504009163803,1.1741122565864834,1.013745704467354,1.0126002290950744,1.2783505154639174,1.092840778923253
2017,1.072737686139748,1.024627720504009,1.0721649484536082,1.0211912943871706,1.0189003436426116,1.0469644902634594,1.1764032073310424,1.0234822451317296,1.0011454753722795,1.2697594501718212,1.0727376861397482
2018,1.1254295532646048,1.0337915234822452,1.120274914089347,1.0337915234822452,1.0143184421534936,1.1174112256586484,1.2256586483390608,1.0349369988545247,1.0126002290950744,1.2823596792668959,1.100057273768614
