row,col,mean_delta_suitability,mean_ALT_m,mean_soil_moisture_mm
10,15,-0.002499999999999991,3.180000066757202,182.65784944397896
10,16,-0.0050000000000000044,3.180000066757202,211.9686606775668
10,17,-0.002499999999999991,3.180000066757202,227.07440439745628
10,18,0.0050000000000000044,3.180000066757202,176.93080005432623
10,19,-0.002499999999999991,3.180000066757202,112.04045281070265
10,20,0.007499999999999995,3.180000066757202,101.4358906519033
10,21,0.007499999999999995,3.180000066757202,165.5705340865246
10,22,0.0,1.3600000143051147,106.69538186035307
10,23,0.0,1.3080000102519989,91.58176106285046
10,24,0.0,1.382000008225441,71.73420434985766
10,25,0.0,2.079999953508377,137.3878988356083
10,26,0.0125,3.180000066757202,145.9637866029944
10,27,-2.2204460492503132e-17,3.180000066757202,179.11407194495794
10,28,0.022499999999999985,3.180000066757202,254.01491474606345
10,29,0.02749999999999999,3.180000066757202,205.7232498608706
10,30,0.030000000000000006,3.094000053405762,218.89559252154422
10,31,-0.002499999999999991,2.319999933242798,155.68718941714593
10,32,0.0,1.3600000143051147,48.4052607647323
10,33,0.0,1.3080000102519989,86.98408031404225
10,34,0.0,1.1519999980926514,79.20989925810994
10,35,0.0,1.1389999970793725,79.96680384435196
10,36,0.0,0.8439999751746654,61.218948929196735
10,37,0.0,1.1519999980926514,117.60227647138734
10,38,0.0,2.319999933242798,263.18837510248306
10,39,0.0,1.269000007212162,142.26138954162633
10,40,0.0,0.8399999737739563,79.02874179010121
10,41,0.0,1.6719999879598617,144.92375371993165
10,42,0.0,1.3600000143051147,109.28415556243726
10,43,-0.009999999999999986,1.3600000143051147,61.07687793179489
10,44,0.0,1.3600000143051147,48.26285167728439
10,45,0.0,1.0609999909996986,103.39567375544989
10,46,0.0,1.243000005185604,110.89376935428997
10,47,0.0,2.319999933242798,277.83890156748873
10,48,0.08000000000000003,3.1155000567436217,189.22845471639025
10,49,-0.13,1.6479999899864197,73.7323742479634
10,50,0.0,1.3600000143051147,105.9425415750306
